slope,intercept,rvalue,pvalue,stderr,hp_den,orbit,count
-0.237636622817,6.2134948593,-0.990569347295,0.0,0.00105427737457,88656111204.9,713,6
-0.235711308515,6.16331126059,-0.990409410526,0.0,0.000973030531103,88037596799.2,714,7
-0.232865983216,6.09920353304,-0.990304633048,0.0,0.000900432576689,90957247875.6,715,8
-0.233109934178,6.10677312068,-0.991229394594,0.0,0.000804595559225,91510580406.7,716,9
-0.230570330849,6.06464088023,-0.987621147263,0.0,0.000899076925391,1.00657682217e+11,717,10
-0.232338276774,6.10010007236,-0.988367765835,0.0,0.000835711870776,96694950485.1,718,11
-0.23175627865,6.08028185696,-0.987603621692,0.0,0.000858022087263,94591692937.8,719,11
-0.231222318606,6.05647364028,-0.987901816976,0.0,0.000844578575397,90465201386.9,720,11
-0.233357671403,6.09581488597,-0.987447518893,0.0,0.000866426439321,85004197338.9,721,11
-0.233278059503,6.08720815174,-0.988048262692,0.0,0.000845220168233,82631783906.6,722,11
-0.233505079277,6.09893972824,-0.987041052569,0.0,0.000876461780661,84791568564.8,723,11
-0.232820674593,6.08452717761,-0.987551043372,0.0,0.000856877471415,85820944287.0,724,11
-0.234764853721,6.12639200917,-0.987904934334,0.0,0.000850073458037,83271086324.2,725,11
-0.237724969307,6.1938058497,-0.988007755755,0.0,0.000856374853934,80848269764.8,726,11
-0.235900278742,6.16339669893,-0.983237363985,0.0,0.00100809956095,86309408066.8,727,11
-0.23781537374,6.19092900419,-0.985966226908,0.0,0.000925987827081,79117140275.8,728,11
-0.238604039411,6.19258941491,-0.983438231438,0.0,0.0010109573495,73328088801.0,729,11
-0.237010865875,6.16935255481,-0.981785732365,0.0,0.0010555644394,78655172215.1,730,11
-0.237882468478,6.19079419424,-0.982138488064,0.0,0.00104829836922,78514633218.7,731,11
-0.236797347238,6.17997057297,-0.981377338728,0.0,0.00106473288585,84144494112.3,732,11
-0.236723137521,6.17998065271,-0.982060926537,0.0,0.0010389384368,84814294489.4,733,11
-0.237982829279,6.20406924187,-0.983227682235,0.0,0.0010092920904,82145099685.8,734,11
-0.23730280646,6.19723129683,-0.983648508682,0.0,0.000988997801496,85771802230.8,735,11
-0.23820077009,6.21972508682,-0.983944233632,0.0,0.000983754682875,85731336763.4,736,11
-0.2386477988,6.22942398583,-0.984286039254,0.0,0.000975051519137,85174602680.8,737,11
-0.241961622465,6.28250195185,-0.988139062613,0.0,0.000855697314443,75141772075.3,738,11
-0.243974266408,6.32488318288,-0.987111858572,0.0,0.00089917344181,72711639089.5,739,11
-0.244277206756,6.34205125731,-0.98967780307,0.0,0.000802679091374,75623472989.9,740,11
-0.247326287606,6.3941475337,-0.99041320316,0.0,0.000781369260547,68552220959.4,741,11
-0.245715715884,6.35937093431,-0.99011513886,0.0,0.0007870225873,70077882357.8,742,11
-0.245839925557,6.34961744731,-0.991175630036,0.0,0.000779928381085,66507561202.2,743,10
-0.248004075551,6.39465620034,-0.991102565627,0.0,0.000832124241752,64164934180.3,744,9
-0.248464025847,6.39835859128,-0.99061310303,0.0,0.00090857108148,62196082330.6,745,8
-0.251857635248,6.4641050427,-0.991216880598,0.0,0.000952325541168,57769064083.9,746,7
-0.251542239299,6.45210795195,-0.990337023191,0.0,0.00107684897292,56816642908.2,747,6
-0.250675896931,6.42143451681,-0.989992532017,0.0,0.00119508756512,54764833620.9,748,5
-0.250404204391,6.42082043493,-0.987925531116,0.0,0.00146961093783,56116189112.3,749,4
-0.247955639998,6.36504031917,-0.991811759224,0.0,0.00138034388428,57218518524.1,750,3
-0.244560376068,6.28975310902,-0.989220035536,3.999613381e-299,0.00191874944697,59318286484.1,751,2
-0.23600204486,6.13359484968,-0.99567047229,1.56679868512e-183,0.00166076614006,75248978385.8,752,1
-0.226581852588,6.0102307973,-0.993656777409,2.31136034764e-142,0.00210784192849,1.23662772489e+11,761,1
-0.251310503204,6.37632126605,-0.961068751848,7.86103946424e-167,0.004206692319,42995595259.7,762,2
-0.257058010503,6.46894652307,-0.969043076125,4.88020406691e-270,0.00311871200924,35658410670.5,763,3
-0.263963482034,6.58814400853,-0.971432783669,0.0,0.00266383446612,29663574679.8,764,4
-0.264516063395,6.60346996424,-0.97738223123,0.0,0.00211689402217,29888875180.6,765,5
-0.263198996657,6.57047077004,-0.977777306595,0.0,0.00190234806875,29749459666.0,766,6
-0.266571912541,6.63427023427,-0.97981223985,0.0,0.0016931200373,27854790379.8,767,7
-0.266639421571,6.62439472677,-0.978823849057,0.0,0.00162885749372,26679056572.6,768,8
-0.267716654766,6.64427431554,-0.979978495442,0.0,0.00149994232274,26089565475.6,769,9
-0.267018726458,6.63331568066,-0.981153581479,0.0,0.00137485232119,26660571451.1,770,10
-0.268173446166,6.65699897215,-0.98251320083,0.0,0.00126814178696,26262194955.9,771,11
-0.267552521572,6.62667222078,-0.989288238795,0.0,0.000986973540158,24790484555.3,772,11
-0.267894958512,6.63488959592,-0.989717804632,0.0,0.000965492277088,24792481916.4,773,11
-0.265836703427,6.58752874701,-0.987870805658,0.0,0.00104235801097,24970411315.6,774,11
-0.266205414942,6.59793049752,-0.988160621791,0.0,0.00102815559896,25118533773.2,775,11
-0.267010487684,6.60613398853,-0.988913913946,0.0,0.000994581245463,24097940768.7,776,11
-0.267049508279,6.61018303057,-0.989479591783,0.0,0.000968004118529,24380790228.2,777,11
-0.264986092307,6.56240384988,-0.989480805069,0.0,0.000960468351068,24525825439.0,778,11
-0.265106278384,6.56969116962,-0.989862395953,0.0,0.000986435940906,24937419229.6,779,10
-0.263985298614,6.54634119923,-0.989856859685,0.0,0.00103348658836,25268896918.4,780,9
-0.26486401899,6.56844011283,-0.987321175931,0.0,0.00116025709523,25369371188.9,781,9
-0.26231280103,6.50299216229,-0.983798569131,0.0,0.0013019485571,24954139761.0,782,9
-0.263972761207,6.54204250614,-0.983423992453,0.0,0.0013246440119,24889033930.6,783,9
-0.263542115668,6.53455207398,-0.983106925134,0.0,0.00133787503402,25156616854.8,784,9
-0.264075135181,6.54772976296,-0.984011588069,0.0,0.00130474549717,25195965681.7,785,9
-0.261913159191,6.50844851572,-0.983243321728,0.0,0.00132655689249,26427413931.0,786,9
-0.262833273952,6.53124441019,-0.983694390594,0.0,0.00131223513273,26499432625.4,787,9
-0.262066175838,6.51742491532,-0.983055881352,0.0,0.00133742396483,26967768745.5,788,9
-0.262991084041,6.54110381862,-0.984434178825,0.0,0.00128649053924,27118365603.6,789,9
-0.262877786704,6.52903562409,-0.983303698893,0.0,0.00126456193293,26171133724.8,790,10
-0.263497385727,6.55354666106,-0.980250870557,0.0,0.00131708139971,27147168375.6,791,11
-0.263562593142,6.56009611822,-0.97782452963,0.0,0.00139645555413,27665291457.5,792,11
-0.266196319391,6.63289985804,-0.98078652401,0.0,0.00130507192829,28668272079.0,793,11
-0.267558616766,6.66650829396,-0.97965313619,0.0,0.00134778974166,28754720287.2,794,11
-0.266610180187,6.64186180317,-0.977204099565,0.0,0.00141908391181,28560576979.9,795,11
-0.265787755662,6.62324526784,-0.976480265073,0.0,0.00143307005336,28688043337.2,796,11
-0.265321102144,6.61224996971,-0.975038975618,0.0,0.0015471553807,28714178434.7,797,10
-0.263918269977,6.58603396789,-0.971915506408,0.0,0.00172646632063,29549169774.1,798,9
-0.263462830294,6.56169568185,-0.96814437502,0.0,0.00183160880689,28088330630.2,799,9
-0.264234547473,6.56511489747,-0.964646870958,0.0,0.00193628828849,26523450078.5,800,9
-0.26204010609,6.51854641278,-0.961514916854,0.0,0.00200549865778,27148227448.8,801,9
-0.260784988481,6.47555479107,-0.965680374227,0.0,0.00187864845234,25844133979.9,802,9
-0.258304685741,6.40866670138,-0.973920862227,0.0,0.00160940932303,25112111953.9,803,9
-0.25473449852,6.31857574079,-0.983045093139,0.0,0.00126988474679,24662991756.3,804,9
-0.251269226577,6.23077270527,-0.993202627731,0.0,0.000785056018865,24188234925.7,805,9
-0.251310254611,6.23018939222,-0.993318140899,0.0,0.000780081074891,24038145059.5,806,9
-0.251827249224,6.24316231052,-0.992874081331,0.0,0.000810994268737,24096944888.2,807,9
-0.253850461822,6.28909796948,-0.992101877586,0.0,0.000818924343383,23867380733.2,808,10
